"line","text","examen","schooltype","id","toets_id","school_id","leerling_id","T3F_54"
158,"Volgens een woordvoerder van Kleenex zijn de uitspraken gebaseerd op eigen onderzoek in samenwerking met de UoW, dat "" uitsluiitend voor intern gebruik is"" en niet kan worden gedeeld. Het KNMI zegt geen hooikoortscijfers te hebben die Kleenex beweert dat de bron is van hun informatie die ze hebben gebruikt in hun onderzoek. Een schatting te maken over het aantal mensen met hooikoorts is moeilijk want niemand houdt de aantallen bij. De klachten zijn seizoensgebonden en vari�ren per jaar. De schatting dat het nationaal Kompas Volksgezondheid maakt, biedt geen uitsluitsel. Sinds  verzamelt de CMR in Nijmegen door huisartsen de gediagnosticeerde gevallen van hooikoorts. Echter bieden ze geen uitsluitsel over prevalentie omdat lang niet iedereen de huisarts bezoekt vanwege hooikoorts. Dat er een verdubbeling is de laatste - jaar zou hebben plaatsgevonden is onwaarschijnlijk omdat de CMR heeft geen recentere data beschikbaar dan over . Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt.","T81-293640303.txt","vwo","P151","T81",36,303,12
159,"Kleenex beweert dat een op de vijf mensen last heeft van hooikoorts en dat dat aantal drastisch groeit. Next.checkt noemt deze bewering ongefundeerd omdat Kleenex bronnen gebruikt die niet bestaan of bronnen die niet bestaan of bronnen die beweren geen cijfers te hebben. Ook is het lastig om een schatting te maken van het aantal mensen met hooikoorts want de klachten zijn vari�rend en seizoensgebonden en de aantallen worden niet bijgehouden. Ook zijn de schattingen uit andere landen niet betrouwbaar want in Nederland kan het anders zijn. Het CMR verzamelt sinds  door huisartsen gediagnosticeerde gevallen van hooikoorts, maar die bieden ook geen uitsluitsel over de prevalentie onder de gehele bevolking, omdat niet iedereen de huisarts bezoekt vanwege hooikoortsklachten. De bronnen waar Kleenex zich op baseert zijn niet controleerbaar. Op grond van al deze gegevens beoordeelt next.checkt de uitspraak als ongefundeerd.","T81-293640336.txt","vwo","P152","T81",36,336,11
160,"Next.checkt beoordeelt de bewering van Kleenes als ongefundeerd want, als bron worden de EAACI en Allergie-site.nl genoemd. Allergie.nl bestaat niet langer en het EAACI zegt het cijfer niet te herkennen. , procent heeft een 'ademhalingsallergie', maar wie daarvan hooikoorts had is niet bekekenen. Lang niet iedereen met hooikoorts bezoekt de huisarts dus is het moeilijk de prevalentie van hooikoorts in Nederland te bepalen. Het aantal diagnoses van hooikoorts neemt toe maar het is echter onwaarschijnlijk dat er een verdubbeling plaats vindt. Op grond van al deze gegevens beoordeelt next.checkt de uitspraak als ongefundeerd.","T81-293640337.txt","vwo","P153","T81",36,337,10
161,"De bewering is ongefundeerd verklaart vanwege een tweetal geraadpleegde bronnen van next.checkt. Als eerste uit het artikel van Gezondheidsnet.nl uit  blijkt dat de stijgende cijfers van het KNMI worden ontkent en de hooikoorts gevallen uit de zogenaamde bron EAACI en Allergie-site.nl zijn niet nazoekbaar. De schatting van het aantal gevallen blijft lastig, want de klachten zijn seizoens gebonden en een doktersbezoek is vaak onnodig. Ook zit er een verschil tussen hooikoorts klachten of 'hyperreactieve rhinitis' Klachten die overigens het hele jaar voorkomen. Het RIVM schat de neusallergie�n op eenderde in Nederland, maar er wordt geen onderscheid gemaakt in hooikoorts en andere vormen. Ook is het aandeel van hooikoorts via ademhalingsallergie�n niet bekeken. Omdat de mensen geen bezoek brengen aan de huisarts vanwege hooikoorts zijn de bronnen van Kleenex oncontroleerbaar. Kortom, geen concrete gevallen en cijfers beschikbaar en de bronnen zijn niet inzichtelijk gemaakt.","T81-293640338.txt","vwo","P154","T81",36,338,10
162,"Volgens next.checkt zijn de uitspraken van kleenex ongefundeerd. het is niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen. Omdat niemand de aantallen goed bij kan houden want de klachten zijn seizoensgebonden en vari�ren per jaar.Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar. De uitspraak van kleenex is niet te controleren omdat de bronnen van het onderzoek niet controleerbaar zijn. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt.Op grond van deze gegevens beoordeelt next.checkt de uitspraak als ongefundeerd.","T81-293640339.txt","vwo","P155","T81",36,339,9
163,"Volgens Kleenex zijn de gegevens van een tweetal bronnen geraadpleegd. Woordvoerders van deze bronnen zeggen niet over deze gegevens te beschikken. Deze feiten zijn dus niet te controleren. Het blijkt ook lastig om een schatting te maken omdat niet iedereen die last heeft van hooikoorts dit bij zijn huisarts meldt. Daarnaast is de ziekte seizoensgebonden, en vari�ren deze per jaar. Er wordt ok geen onderscheid gemaakt tussen mensen met ademhalingsproblemen en hooikoorts. Deze cijfers worden dus op ��n hoop gegooid, zonder daar een aantal hooikoortspati�nten aan te verbinden. Ook zijn er dus mensen die zich niet melden, doordat zij zelf aan medicatie kunnen komen en dit aantal wordt er dus niet bij gerekend. De stijging waar Kleenex het over heeft hoeft ook niet altijd waar te zijn, aangezien er ook dalingen  zijn waargenomen en ten  slotte zijn de laatste beschikbare cijfers al  zeven jaar oud.","T81-293640340.txt","vwo","P156","T81",36,340,11
164,"'Next.checkt'  verklaart de bewering van Kleenex dat een op de vijf mensen hooikoorts heeft en dat dit aantal drastisch groeit, als ongefundeerd. Volgens een woordvoerder van Kleenex zijn de uitspraken gebasseerd op een eigen onderzoek dat niet gedeeld kan worden. Twee andere bronnen van Kleenex voor de Nederlandse cijfers zijn Biohorma, een fabrikant van homeopatische middelen en een artikel uit . Dit artikel is gebaseerd op een site die niet meer bestaat en de EAACI die zegt het cijfer niet te herkennen. Biohorma zegt het KNMI  te hebben maar het KNMI zegt geen hooikoortscijfers te hebben.  Het blijkt niet mogelijk te zijn om de prevalentie van hooikoorts in Nederland te bepalen en de bronnen waar Kleenex zich op zegt te basseren zijn niet controleerbaar. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt. Op grond van al deze gegevens beoordeelt 'next.checkt' de uitspraak als ongefundeerd.","T81-293640341.txt","vwo","P157","T81",36,341,10
165,"De bewering van Kleenex is ongefundeerd. Voor de Nederlandse cijfers heeft Kleenex de bron gezondheidsnet.nl gebruikt. Deze heeft EAACI  en allergie-site.nl als bronnen gebruikt. Alleen herkent de woordvoerder van EAACI het cijfer niet en bestaat de site niet  meer. Ook is het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts omdat de klachten seizoensgebonden zijn en doktersbezoek is niet altijd nodig en medicijnen zijn zonder recept verkrijgbaar. Bovendien zijn er een hoop cijfers  gegeven waar geen onderscheid wordt gemaakt tussen hooikoorts en op hooikoorts lijkende klachten. Tenslotte is het onwaarschijnlijk dat er een verdubbeling heeft plaastgevonden omdat de groei van het aantal geregistreerde hooikoorts gevallen afneemt vanaf  en de CMR heeft geen recentere data beschikbaar dan .","T81-293640343.txt","vwo","P158","T81",36,343,13
166,"Next.checkt: E�n op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch.  Auteur: redactie next.checkt De bronnen waar Kleenex zich op zegt te baseren zijn niet controleerbaar. Zo bestaat de Allergie-site.nl niet langer,  zegt de EAACI het cijfer niet te herkennen en zegt het KNMI geen hooikoortscijfers te hebben. Ook blijkt het lastig om een schatting te maken van het aantal mensen met hooikoorts. Niemand houdt de aantallen bij, want de klachten zijn seizoensgebonden en vari�ren per jaar. Hierdoor is het dan ook onduidelijk of er sprake is van hooikoorts of een andere vorm van neusallergie. In Nederland verzamelt de Continue Morbiditeitsregistratie door huisartsen gediagnosticeerde gevallen van hooikoorts. Maar niet iedereen  met hooikoortklachten bezoekt de huisarts. Als laatste is het erg onwaarschijnlijk dat er een verdubbeling zou hebben plaatsgevonden. De meest recente data toont zelfs een afname van het bij de huisarts geregistreerde gevallen.","T81-293640344.txt","vwo","P159","T81",36,344,12
167,"Kleenex beweert dat een op de vijf mensen last heeft van Hooikoorts en dat dit aantal drastisch groeit. Next heeft onderzocht of deze bewering klopt en beoordeelt deze als ongefundeerd. De bewering van Kleenex zou gebaseerd zijn op een eigen onderzoek dat niet wordt gedeeld. Daarnaast blijken de bronnen van Gezondheidsnet.nl die hetzelfde beweert niet te kloppen; de wordvoerder van EAACI zegt de cijfers niet te herkennen en Allergie-site.nl bestaat niet meer. Het blijkt ook bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts aangezien niemand de cijfers bijhoudt en een doktersbezozek meestal niet nodig is. Er zijn wel correcte schattingen van het aantal mensen met een neusallergie of een ademhalingsallergie, maar hier wordt geen onderscheid gemaakt tussen hooikoorts en andere allergieen en biedt dus geen uitsluitsel. In hoeverre de bewering van Kleenex klopt is niet te controleren. het onderzoel van Kleenex is niet onzichtelijk gemaakt en daarom ongefundeerd.","T81-293640345.txt","vwo","P160","T81",36,345,13
168,"""Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch"" Dit is de bewering van Kleenex, die is ongefundeerd. De uitspraken zijn gebaseerd op eigen onderzoek. En het is uitsluitend voor intern gebruik. Hij baseerd zijn gegevens op de EAACI en Allergie-site.nl. De site bestaat niet meer en een woordvoerder van het EAACI zegt het cijfer niet te herkennen. De bron is het KNMI volgens een woordvoerder, maar het KNMI beweert geen cijfers te hebben. Er is een misvatting over de diagnose voor hooikoorts: bij het RIVM wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. De schatting van het RIVM biedt dus geen uitsluitsel. De bronnen waarop Kleenex zich baseerd zijn niet controleerbaar. Het blijkt bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoortst. Niemand houdt de aantallen bij. Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt.","T81-293640346.txt","vwo","P161","T81",36,346,11
169,"E�n op de vijf Nederlanders heeft last van hooikoorts, dat aantal groeit drastisch. Het blijkt echter bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts. Het Nationaal Kompas Volksgezondheid van het RIVM schat op basis van bevolkingsonderzoek dat ongeveer eenderde van de Nederlandse bevolking last heeft van een neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. Die schatting biedt dus geen uitsluitsel. In Nederland verzameld de Continue Morbiditeitsregistratie in Nijmegen sinds  door huisartsen gediagnosticeerde gevallen van hooikoorts. Die bieden echter weer geen uitsluitsel over prevalentie onder de gehele bevolking, omdat lang niet iedereen de huisarts bezoekt vanwege hooikoortsklachten. In hoeverre de uitspraak ��n op de vijf klopt hoewel die niet per definitie onwaarschijnlijk hoeft te zijn, is niet met zekerheid te zeggen. De bronnen waar kleenex zich op zegt te baseren zijn niet controleerbaar.","T81-293640347.txt","vwo","P162","T81",36,347,6
170,"De bewering van Kleenex dat een op de vijf mensen hooikoorts heeft in ongefundeerd. De bron EAACI zegt de gebruikte cijfers niet te herkennen en Allergie-site.nl bestaat niet meer. Ook de gebruikte bron KNMI zegt geen cijfers te hebben. Verder is een schatting maken onmogelijk omdat niemand de aantallen van hooikoortspatienten bij houdt. Ook de schatting van het Nationaal Kompas Volksgezondheid biedt geen uitsluitsel. Er wordt namelijk geen onderscheid gemaakt tussen hooikoorts en andere vormen van neusallergie. De verdubbeling in het aantal hooikoortspatienten kan ook niet worden gefundeerd. de bron die ze hiervoor gebruikten het CMR verzamelt sinds  door huisarts gediagnostiseerde gevallen van hooikoorts. Dit biedt echter geen uitsluitsel over prevalentie, omdat niet iedereen met hooikoorts klachten de huisarts bezoekt. Ook heeft het CMR geen recentere data dan . Het interne van kleenex is ook nietinzichtelijk gemaakt.","T81-293640348.txt","vwo","P163","T81",36,348,14
171,"De bewering van Kleenex wordt beoordeelt als ongefundeerd Kleenex gebruikt als bron de EAACI en Allergie-site.nl. De laatste site bestaat niet meer en het EACCI zegt het cijfer niet te herkennen. Een andere bron is een persbericht van Bihorma waarin cijfers van het KNMI zouden staan, maar het KNMI zegt geen hooikoortscijfers te hebben. Verder is het lastig om een schatting te maken van het aantal hooikoortspati�nten, want niemand houdt de aantallen bij. De klachten zijn namelijk siezoensgebonden en vari�ren per jaar. Het Nationaal Kompas Volksgezondheid van het RIVM schat dat ongeveer eenderde van de Nederlandse bevolking last heeft van een neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. In Nederland verzamelt CMR door huisarts gediagnosticeerde gevallen van hooikoorts. Die bieden echter geen uitsluitsel over prevalentie onder de gehele bevolking, want lang niet iedereen bezoek de huisarts. Het is al met al niet mogelijk om de ptrevalentie van hooikoorts in nederland te bepalen. De bronnen waar Kleenex zich op zegt te baseren, zijn niet controleerbaar Voor Nederland zijn er geen accurate cijfers over het aantal mensen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt. Op grond van deze gegevens wordt de uitspraak als ongefundeerd beoordeelt.","T81-293640349.txt","vwo","P164","T81",36,349,12
172,"Kleenex beweert dat ""E� op de vijf mensen last heeft van hooikoorts en dat dit aantal drastisch groeit."" Net als Gezondheidsnet.nl zouden deze cijfers uit onderzoek van 't EAACI en 't KNMI zijn. Zij zeggen hier echter niks over te weten. Bovendien is 't lastig een schatting te maken van 't aantal hooikoorts hebbende.Ook is hooikoorts seizongebonden en wordt er  geen verschil gemaakt tussen hooikoorts en andere vormen van neusallergie�n. Ook zal lang niet iedereen naar 'n huisarts gaan voor klachten. De aantal mensen die er wel voor naar de huisarts  gaan neemt af vanaf het jaar . Op grond van al deze  gegevens beoordeelt 'next.checkt' de uitspraak van Kleenex als ongefundeerd.","T81-308970152.txt","vwo","P165","T81",77,152,11
173,"""Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch"", aldus de zakdoekjesprducent Kleenex. Volgens next.chekt is deze uitspraak ungefundeerd Volgens Kleenex zijn deze uitspraken gebasseerd op eigen onderzoek, Gezondheidsnet.nl en een persbericht van Biohorma. De bronnen van de laatste twee herkennen deze cijfers zelf echter niet. Verder is het lastig om een schatting te maken van het aantal mensen met hooikoorts aangezien niemand de aantallen bijhoudt. Bovendien moet hooikoorts worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar voorkomen. Sinds  verzamelt het CMR in Nijmegen alle door huisartsen gediagnosticeerde gevallen van hooikoorts. Alhoewel dit aantal stijgt is de prevalentie van hooikoorts hier niet mee te bepalen. Daarnaast is een verdubbeling onwaarschijnlijk. Op grond van deze gegevens beoordeelt next.checkt de uitspraak als ongefundeerd","T81-308970154.txt","vwo","P166","T81",77,154,13
