"","text","schooltype","T3F_54","id"
"130","De bewering van Kleenex dat een op de vijf mensen last heeft van hooikoorts en dit aantal drastisch groeit is ongefundeerd Voor deze bewering zijn een tweetal bronnen geraadpleegd Deze bronnen gebruiken echter zelf onjuiste of niet bestaande bronnen De bewering van Kleenex is tweeledig Het is lastig een schatting te maken van het aantal hooikoortspatienten in Nederland de aantallen worden niet bijgehouden Er zijn onderzoek gedaan maar niet specifiek naar het aantal hooikoortspatienten in Nederland Niet iedereen met hooikoortsklachten gaat naar de huisarts dus de uitspraak een op de vijf is niet met zekerheid te zeggen Er is een stijging geweest in het aantal hooikoortspatienten tussen en Vanaf is de groei van het aantal mensen met door een huisarts is gediagnosticeerd met hooikoorts afgenomen Een verdubbeling in de laatste tot jaar is hierdoor onwaarschijnlijk","vwo",12,130
"131","De bronnen die Kleenex gebruikte zijn onbetrouwbaar De bronnen van Gezondheidsnet bestaat niet meer allergiesitenl en EAACI herkent het cijfer neit die Gezondheidsnetnl heeft gebruikt Het persbericht van Bioharma heeft als bron het KNMI volgens een woordvoerder Het KNMI zegt dat ze geen hooikoortscijfers heeft Het maken vane en schatting van hooikoortspatienten is lastig Het RIVM heeft statistieken van de NEderlandse bevolking met neusallergie hierbij zijn alle vormen opgenomen De World Allergy Organisation heeft in Finland een schatting gedaan van hooikoortspatienten In Nederland kan deze schatting anders zijn Een internationaal onderzoek gepubliceerd in Respiratory Medicine in toont aan dat in Nederland procent van de bevolking een ademhalingsallergie heeft Het aantal procent hooikoorts is onbekend Als laatste de CMR heeft gegevens van hooikoortspatienten bij huisartsen Maar er is een mogelijkheid dat niet alle hooikoortspatienten ingeschreven staan bij de huisartsen","vwo",10,131
"132","Hooikoorts bereikt hoogtepunt aldus Kleenex op de heeft er last van en dat aantal groeit drastisch De redactie van next ziet dat dit ongefundeerd is De bronnen zijn namelijk niet te controleren ze zijn voor intern gebruik of bestaan niet Daarbij komt dat niemand de aantallen Bij houdt van hooikoorts Patienten omdat een bezoek aan de dokter vaak niet nodig is Kleenex mad zich ook richten op het seizoensgebonden allergien en niet de gevallen van huisstofmijt en andere allergien Volgens het RIVM heeft eenderde van de bevolking een neusallergie alleen wordt daar niet gelezen maar hooikoorts en andere vormen De CMR die gediagnosticeerde gevallen van hooikoorts onherkenbaar woord biedt geen uitkomst over prevalentie omdat hiet iedereen nog de huisarts bezoekt Er kan wel gekeken worden of de gediagnostiseerde gevallen toenemen allen af en toe een verdubbeling dat is de vraag","vwo",10,132
"133","Nextcheckt De uitspraak van zakdoekjesproducent kleenex op zijn tweedelige bewering Ten eerste of een op de vijf Nederlanders Hooikoorts heeft Als tweede Dat dit aantal groeit Volgens Kleenex zijn de uitspraken gebaseerd op eigen onderzoek de eerste bron is AllergiesiteNL maar is onlangs opgeheven De tweede bron is van biohorma die beweert de gegevens te hebben van het KNMI Echter het KNMI zegt geen Hooikoortscijfers te hebben Aantallen Hooikoortspatienten zijn moeilijk te onderzoeken omdat er geen doktersafspraak of voorgeschreven medicijnen nodig zijn in Nederland verzamelt de contunie Morbiteit Regestratie CMR gediagnosticeerde gevallen van Hooikoorts omdat niet iedereen de huisarts beziek voor hooikoorts is Prevalentie in Nederland niet te bapelen De cijfers van CMR laten wel een stijging zien maar geen verdubbeling Al met al vindt Nextcheckt De uitspraak van kleenex ongefundeerd","vwo",13,133
"134","De bronnen in het artikel kloppen niet met de werkelijkheid Zo bestaat de Allergiesitenl niet meer en zegt het EAACI de cijfers van de hooikoorts niet te herkennen en heeft het KNMI geen cijfers van hooikoorts Het blijkt echter lastig om een schatting te maken van het aantal mensen met hooikoorts De klachten zijn namelijk seizoensgebonden De onderzoeken die wel zijn uitgevoerd bieden geen juiste uitslag op cijfers van de hooikoorts Ze zijn namelijk niet specifiek op hooikoorts of Nederland gericht Ook bezoekt niet iedereen de huisarts als die last heeft van hooikoorts He tis dus niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen De bronnen waar Kleenex zich op zegt te baseren zijn niet controleerbaar","vwo",9,134
"135","De drastische groei van hooikoorts mensen die last hebben van hooikoorts is ongefundeerd Na bronnenonderzoek blijkt dat gebruikte bronnen als KNMI en EAACI helemaal geen cijfers over dit onderwerp ter beschikking heeft Allergiesitenl andere bron bestaat niet meer Daarbij komt dat een schatting maken moeilijk is aangezien aantallen niet worden bijgehouden Ook is het belangrijk hooikoorts te onderscheiden van hyperreactieve rhinitis Uit internationaal onderzoek National Prevalence of respiratory allergic disorders bleek van de Nederlanders ademhalingsallergie te hebben hierin werd hooikoorts echter niet apart bekeken Aantallen van gediagnosticeerde gevallen zijn wel bekend maar bieden geen uitsluitel omdat lang niet iedereen de huisarts bezoekt vanwege hooikoortsklachten Het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen Een verdubbeling in de laatste jaar lijkt ook onwaarschijnlijk aangezien vanaf geregistreerde gevallen zijn afgenomen","vwo",12,135
"136","Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Thomas Rueb De stelling van klenex die in de onherkenbaar woord is weergegeven is ongegrond Namelijk als bron worden de EAACI en allergie sitenl genoemd terwijl die laatste niet meer bestaat en een woordvoerder van het EAACI zegt het cijfer niet te kennen Het KNMI zou cijfers voor het onderzoek van Kleenex aan hen verleend hebben maar het KNMI zegt helemaal geen gegevens daarover te beschikken Niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Vanaf neemt de groei van het aantal diagnoses af bij huisartsen en er is niet eens recentere data beschikbaar dan over ","vwo",10,136
"137","Het fenomeen hooikoorts is moeilijk vast te stellen niemand houd de aantallen bij en klachten zijn seizoensgebonden Dit komt omdat doktersbezoek vaak niet nodig is en medicijnen vrij te verkrijgen zijn Wanneer spreekt men van hooikoorts dit moet onderscheiden worden van hooikoortslijkende klachten uit onderzoek is gebleken dat op de last heeft van neusallergie maar het aandeel van hooikorts is niet bekend Daarnaast is bekend dat last heeft van ademhalingsallergie maar ook hier is het aandeel van hooikoorts niet bekend Een verdubbeling is onwaarschijnlijk omdat de geregistreerde gevallen afneemt en geen accurate cijfers beschikbaar zijn en het onderzoek niet inzichtelijk is gemaakt","vwo",8,137
"138","De redenen waarom het oordeel ongefundeerd os zijn er meerdere Ten eerste worden de cijfers niet erkend door de aangegeven bronnen Daarnaast is het erg lastig om een schatting te maken van het aantal mensen met hooikoorts omdat hooikoorts voor kan komen in combinatie met andere allergieen waar geen onderscheid in wordt gemaakt Ook bezoekt lang niet allen met hooikoortsklachten de huisarts Hieruit blijkt dat de bronnen die Kleenex heeft gebruikt oncontroleerbaar zijn Dat het aantal mensen met hooikoorts toegenomen zou zijn klopt naar de hand van de stijging van het aantal gediagnosticeerden Maar daarentegen neemt de groei van het aantal bij de huisarts geregistreerden af hierdoor valt dit ook te betwisten","vwo",8,138
"139","De bewering van kleenex is ongefundeerd omdat ten eerste er bronnen worden gebruikt in het onderzoek die niet meer bestaan Ten tweede claimen de bronnen de resultaten niet te herkennen Ten derde zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts omdat niemand de aantallen bijhoud want het aantal klachten variert per jaar Ook kunnen de klachten over hooikoorts moeilijk onderscheiden worden met klachten die lijken op hooikoorts klachten en daarbij gaat nog niet eens iedereen met hooikoorts naar de huisarts Ten vierde wil kleenex het eigen onderzoek niet openbaar maken Kortom kleenex gebruikt bronnen die niet bestaan of nergens vanaf weten en wil het onderzoek niet openbaar maken Ook zijn er geen accurate cijfers over het aantal mensen met hooikoorts in Nederland beschikbaar","vwo",11,139
"140","De bewering van Kleenex is volgens Next checkt ongefundeerd Ten eerste bevatten de bronnen van Kleenex onjuiste informatie Ten tweede blijkt het bijzonder lastig om een schatting te maken van het aantal met hooikoorts Niemand houd de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar Omdat lang niet iedereen een huisarts bezoekt met hooikoorts klachten bied dat echter weer geen uitsluitsel over prevalentie onder de gehele bevolking De bronnen waarop Kleenex zich op zegt te baseren zijn niet controleerbaar","vwo",7,140
"141","Next checkt beoordeelt de bewering van Kleenex ongefundeerd omdat de bronnen die Kleenex noemt niet controleerbaar zijn en omdat de genoemde cijfers niet kloppen Zo wordt er gesteld dat procent van de Nederlanders last heeft van hooikoorts als bron worden de EAACI en Allergiesitenl genoemd Die laatste bestaat niet meer en de EAACI zegt het cijfer niet te herkennen Ook is het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts want de klachten zijn seizoensgebonden en varieren per jaar Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar Het RIVM schat da tongeveer eenderde van de Nederlandse bevolking last heeft van en neusallergie maar daarin wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen Het CMR verzamelt door huisarts gediagnosticeerde gevallen van hooikoorts die bieden ook geen uitsluitsel over prevalentie omdat niet iedereen de huisarts bezoekt Kortom de bronnen van Kleenex zijn niet controleerbaar","vwo",10,141
"142","De uitspraken van kleenex zijn volgens een woordvoerder gebaseerd op eigen onderzoek Er worden twee bronnen onderzocht EAACI en Allergiesitenl waarbij allergiesitenl niet langer bestaat en van het EAACI is het cijfer niet te herkennen Daarna spreekt het persbericht van Biohorma van een procentuele stijging van het aantal hooikoortspatienten gegeven door het KNMI waaruit blijkt dat het KNMI geen hooikoort heeft Daarbij blijkt het bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts omdat niemand de aantallen bij houdt Verder wordt er geen onderscheid gemaakt tussen hooikoorts en andere vormen van allergie Hieruit volgt dat de bronnen waar Kleenex zich op zegt te baseren niet controleerbaar zijn","vwo",10,142
"143","De bewering van Kleenex dat een op de vijf mensen hooikoorts heeft en dat eht aantal drastisch stijgt is ongefundeerd omdat het onderzoek van Kleenex niet inzichtelijk is gemaakt en uitsluitend Voor intern gebruik is Daarnaast kloppen de bronnen die gebruikt zijn voor dit onderzoek niet De ene bron bestaat niet meer en de andere bron beweert geen cijfers over hooikoorts te hebben Ook is het niet duidelijk waarneer er sprake is van hooikoorts Er wordt hierbij geen onderschied gemaakt tussen hooikoorts en andere vormen van een neusallergie Daarnaast neemt de groei van het aantal bij de huisarts geregistreerde hooikoorts patienten af en de gediagnosticeerde gevallen van hooikoorts bieden geen uitsluitsel over prevalentie omdat niet iedereen de huisarts bezoekt vanwege hooikoortsklachten Van Nederland zijn er dus geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts","vwo",11,143
"144","Kleenex beweert dat een op de vijf mensen hooikoorts heeft en dat dat aantal drastisch stijgt maar wanneer is er sprake van hooikoorts Tellen ze allergie voor huisstofmijt neusallergie en ademhalingsallergie ook mee Het aandeel van hooikoorts in Nederland is nooit apart bekeken en daarbij komt dat de bronnen waar kleenex zich op zegt te baseren niet controleerbaar zijn Wat we wel weten is dat een verdubbeling in de laatste jaar erg onwaarschijnlijk is Op grond van al deze gegevens beoordeelt nextcheckt de uitspraak als ongefundeerd","vwo",5,144
"145","De bewering van Kleenex een op de vijf mensen last heeft van hooikoorts is ongefundeerd want de ene bron waarnaar wordt verwezen EAACI zegt de cijfers niet te kennen en de andere bron Allergiesitenl bestaat niet meer Verder is het erg lastig om een schatting te maken van het aatnal mensen met hooikoorts want doktersbezoek en recept is niet nodig Ook biedern de schattingen van RIVM en de World Allergy Orginazation geen uitsluitsel van de bewering want zijn niet specifiek g enoeg De bewering dat het drastisch toeneemt is wel waarschijnlijk blijkt uit onderzoek van de CMR Een verdubbeling dus drastische toename is echter onwaarschijnlijk want groei nam in af Verder is het onderzoek van Kleenex niet inzichtelijk gemaakt en zijn er geen accurate cijfers over Nederland","vwo",12,145
"146","Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Deze uitspraak van kleenex is gebaseerd op eigen onderzoek in samenwerking met een universiteit wat niet gedeeld kan worden Ook heeft Kleenex twee andere bronnen geraadpleegd maar hun bronnen zijn niet controleerbaar Het blijkt bijzonder lastig om een schatting te maken van het aantal hooikoortspatienten want niemand houdt de aantallen bij Wel wordt op basis van bevolkingsonderzoek geschat dat eenderde van de Nederlanders een neusalergie heeft maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen De bronnen van Kleenex zijn niet controleerbaar en voor Nederland zijn geen accurate cijfers bekend Het onderzoek van Kleenex is niet inzichtelijk gemaakt Daarom is de uitspraak ongefundeerd","vwo",11,146
"147","Uit een onderzoek van Kleenex in samenwerking met de University of Worcester blijkt dat in de laatste jaar een verdubbeling van hooikoortspatienten heeft plaatsgevonden Gezondheidsnetnl stelt ok dat er een groei in de hooikoortspatienten zit Echter kan niemand precies zeggen hoeveel producten er zijn omdat de klachten varieren en seizoens gebonden zijn Uit onderzoek van het RIVM blijkt dat een derde van de bevolking last heeft van een neusallergie Hierbij is echter nog geen onderscheid gemaakt tussen hooikoorts en andere kwalen De CMR rapporteert een stijging van de hooikoortsgevalen over de periode Hoewel dat er op wijst dat de hooikoortsgevallen toeneemt rapporteren de huisartsen dat er een afname is vanaf het jaar Hieruit blijkt dat het raport ongegrond is","vwo",10,147
